title,price,link,category,storage,average_price,median_price
iPhone 14 Pro max,13000,https://www.finn.no/bap/forsale/ad.html?finnkode=369307667,Pro Max,Unknown,9129.35,8990.00
iPhone 15 pro max 256g svart,13000,https://www.finn.no/bap/forsale/ad.html?finnkode=369105718,Pro Max,Unknown,12800.44,13000.00
iPhone 15 pro 512GB blå,13000,https://www.finn.no/bap/forsale/ad.html?finnkode=327916689,Pro,512GB,12249.75,12499.50
iPhone 15 Pro Max Natural Titanium 256GB (kjøpt i juni),13000,https://www.finn.no/bap/forsale/ad.html?finnkode=355333322,Pro Max,256GB,12641.51,12500.00
Apple iPhone 15 Pro Max. 256gb. | kvittering og garanti følger med fra Elkjop!,13000,https://www.finn.no/bap/forsale/ad.html?finnkode=367392045,Pro Max,256GB,10660.50,11500.00
iPhone 14 Pro Max,13000,https://www.finn.no/bap/forsale/ad.html?finnkode=354025339,Pro Max,Unknown,9129.35,8990.00
iPhone 15 Pro Max 256GB kjøpt April 24,12999,https://www.finn.no/recommerce/forsale/item/374251182,Pro Max,256GB,12641.51,12500.00
iPhone 15 Pro Max 5G - 256GB Hvit Titan,12999,https://www.finn.no/bap/forsale/ad.html?finnkode=373863976,Pro Max,256GB,12641.51,12500.00
Apple iPhone 15 Pro Max White Titanium,12999,https://www.finn.no/bap/forsale/ad.html?finnkode=373706135,Pro Max,Unknown,9373.46,9749.50
iPhone 15 pro Max 256 GB hvit med kvittering fra Telia,12999,https://www.finn.no/recommerce/forsale/item/373570317,Pro Max,256GB,12641.51,12500.00
iPhone 15 Pro Max | 256GB | Hvit Titan | 100% batteri kapasitet,12999,https://www.finn.no/bap/forsale/ad.html?finnkode=372203873,Pro Max,256GB,12641.51,12500.00
iPhone 16 Pro 128GB + Skjermbeskytter,12900,https://www.finn.no/recommerce/forsale/item/373819372,Pro,128GB,13374.75,13449.50
iPhone 16 Plus 256 Ny - Ubrukt,12890,https://www.finn.no/recommerce/forsale/item/374375529,Regular,Unknown,12397.50,12195.00
iPhone 15 Pro Max 512 GB - Natural Titanium,12840,https://www.finn.no/bap/forsale/ad.html?finnkode=372495999,Pro Max,512GB,13084.00,13500.00
iPhone 15 pro max 256Gb blue,12800,https://www.finn.no/recommerce/forsale/item/373944673,Pro Max,256GB,12641.51,12500.00
iPhone 15 PRO 256GB,12700,https://www.finn.no/recommerce/forsale/item/374502435,Pro,256GB,10892.56,10500.00
iPhone 15 pro Max ny,12500,https://www.finn.no/recommerce/forsale/item/374255352,Pro Max,Unknown,12800.44,13000.00
iPhone 15 pro Max 256,12500,https://www.finn.no/recommerce/forsale/item/373522692,Pro Max,Unknown,12800.44,13000.00
Apple iPhone 15 Pro Max 256GB - White Titanium,12500,https://www.finn.no/bap/forsale/ad.html?finnkode=373497892,Pro Max,256GB,10660.50,11500.00
iPhone 15 Pro Max 256Gb Naturlig Titan,12500,https://www.finn.no/bap/forsale/ad.html?finnkode=373344069,Pro Max,256GB,12641.51,12500.00
Apple iPhone 15 Pro Max (256 GB) til salgs!,12500,https://www.finn.no/bap/forsale/ad.html?finnkode=372741101,Pro Max,256GB,10660.50,11500.00
Nesten ny iPhone 15 pro Max,12500,https://www.finn.no/bap/forsale/ad.html?finnkode=372490773,Pro Max,Unknown,8500.00,6500.00
iPhone 15 pro Max,12500,https://www.finn.no/bap/forsale/ad.html?finnkode=372409685,Pro Max,Unknown,12800.44,13000.00
iPhone 14 PRO MAX 128 GB - mørk lilla,12500,https://www.finn.no/bap/forsale/ad.html?finnkode=291015107,Pro Max,128GB,8174.90,7800.00
iPhone 15 Pro Max 256gb Natural Titanium,12500,https://www.finn.no/bap/forsale/ad.html?finnkode=372194409,Pro Max,256GB,12641.51,12500.00
iPhone 15 Pro Max - 256GB Blå,12500,https://www.finn.no/bap/forsale/ad.html?finnkode=371535398,Pro Max,256GB,12641.51,12500.00
Som Ny! iPhone 15 Pro Max | Apple Care+ | Kjøpt i Mai | Naturlig Titan 256GB,12500,https://www.finn.no/bap/forsale/ad.html?finnkode=371448033,Pro Max,256GB,12500.00,12500.00
iPhone 15 pro Max,12500,https://www.finn.no/bap/forsale/ad.html?finnkode=370995934,Pro Max,Unknown,12800.44,13000.00
iPhone 14 Pro Max,12500,https://www.finn.no/bap/forsale/ad.html?finnkode=368922706,Pro Max,Unknown,9129.35,8990.00
iPhone 14 Pro 1TB Space Black,12500,https://www.finn.no/bap/forsale/ad.html?finnkode=321476172,Pro,Unknown,7482.00,7450.00
iPhone 14 PRO MAX - 1 TB - Sølvfinish,12499,https://www.finn.no/bap/forsale/ad.html?finnkode=371720315,Pro Max,Unknown,9129.35,8990.00
iPhone 15 Pro 128GB - Blue Titanium (Utstillingsmodell),12490,https://www.finn.no/bap/webstore/ad.html?finnkode=372352067,Pro,128GB,10574.26,10000.00
iPhone 15 Pro 128GB Black Titanium (Utstillingsmodell),12490,https://www.finn.no/bap/webstore/ad.html?finnkode=372336076,Pro,128GB,10574.26,10000.00
iPhone 15 Pro 128GB Natural Titanium - Utstillingsmodell,12490,https://www.finn.no/bap/webstore/ad.html?finnkode=372102798,Pro,128GB,10574.26,10000.00
iPhone 15 Pro 128GB Natural Titanium - Utstillingsmodell,12490,https://www.finn.no/bap/webstore/ad.html?finnkode=372102503,Pro,128GB,10574.26,10000.00
iPhone 14 Pro 125GB deep purple lilla HELT NY - UBRUKT,11000,https://www.finn.no/recommerce/forsale/item/374585919,Pro,128GB,7515.39,7450.00
iPhone 15 Pro 128GB Black Titanium - Utstillingsmodell,12490,https://www.finn.no/bap/webstore/ad.html?finnkode=372102126,Pro,128GB,10574.26,10000.00
iPhone 15 Pro 128GB Black Titanium - Utstillingsmodell,12490,https://www.finn.no/bap/webstore/ad.html?finnkode=371290100,Pro,128GB,10574.26,10000.00
iPhone 15 Pro 128GB Naturlig Titanium - Utstillingsmodell,12490,https://www.finn.no/bap/webstore/ad.html?finnkode=371288503,Pro,128GB,10574.26,10000.00
iPhone 15 pro Max - 256 GB,12400,https://www.finn.no/recommerce/forsale/item/374307921,Pro Max,256GB,12641.51,12500.00
iPhone 15 Pro 256 GB titan - som ny!,12000,https://www.finn.no/recommerce/forsale/item/374661720,Pro,256GB,10892.56,10500.00
Uåpnet iPhone 15 Pro Max 256gb black titanium,12000,https://www.finn.no/recommerce/forsale/item/374601350,Pro Max,256GB,10660.50,11500.00
iPhone 15 Pro Max 256GB Naturlig Titanium,12000,https://www.finn.no/recommerce/forsale/item/374368064,Pro Max,256GB,12641.51,12500.00
iPhone 15 pro max,12000,https://www.finn.no/recommerce/forsale/item/373947411,Pro Max,Unknown,12800.44,13000.00
iPhone 15pro 512GB,12000,https://www.finn.no/recommerce/forsale/item/373757446,Pro,512GB,12000.00,12000.00
iPhone 16 256gb,12000,https://www.finn.no/recommerce/forsale/item/373671184,Regular,256GB,11495.00,11495.00
Pent brukt iPhone 15 Pro Max 512 MB,12000,https://www.finn.no/recommerce/forsale/item/373664351,Pro Max,Unknown,12000.00,12000.00
iPhone 15 pro byttes mot 15 pro max,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=373611195,Pro Max,Unknown,12800.44,13000.00
iPhone 15 pro 256GB,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=373447148,Pro,256GB,10892.56,10500.00
iPhone 12 Pro Max 512 gb.,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=373297481,Pro Max,512GB,8300.00,7000.00
iPhone 16 pro (128gb),12000,https://www.finn.no/bap/forsale/ad.html?finnkode=373139167,Pro,128GB,13374.75,13449.50
Apple iPhone 15 Pro Max 512GB,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=373047991,Pro Max,512GB,9500.00,8000.00
Ny og ubrukt iPhone 13 Pro Max,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=372825084,Pro Max,Unknown,9600.00,9600.00
iPhone 15 Pro Max 256 Gb + Tilbehør,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=372654181,Pro Max,256GB,12641.51,12500.00
iPhone 16 pro max,,https://www.finn.no/bap/forsale/ad.html?finnkode=320929276,Pro Max,Unknown,19125.00,19250.00
NY iPhone 15 Pro titan 128GB,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=372343083,Pro,128GB,7676.11,7500.00
iPhone 15 pro,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=372369558,Pro,Unknown,10503.21,10495.00
iPhone 15 Pro 128GB Natural Titanium,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=371569637,Pro,128GB,10574.26,10000.00
iPhone 15 pro 128 GB,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=371550341,Pro,128GB,10574.26,10000.00
iPhone 15 Pro Max 256GB,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=371527101,Pro Max,256GB,12641.51,12500.00
iPhone 14 Pro Max 1TB,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=370935716,Pro Max,Unknown,9129.35,8990.00
iPhone 15 Pro Max · 256 GB · Naturlig titan,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=370533948,Pro Max,256GB,12641.51,12500.00
Apple iPhone 15 pro 256GB,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=370528061,Pro,256GB,7092.60,7000.00
iPhone 15 Pro Max 256gb,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=370488583,Pro Max,256GB,12641.51,12500.00
iPhone 15 Pro Max - 256 GB,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=370190749,Pro Max,256GB,12641.51,12500.00
iPhone 15pro - 128GB - Titan,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=370020651,Pro,128GB,12000.00,12000.00
iPhone 15 pro 256 GB svart titan,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=369987957,Pro,256GB,10892.56,10500.00
iPhone 14 Pro Max 256 GB – space black,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=368948803,Pro Max,256GB,8640.21,8500.00
iPhone 15pro Max,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=347517344,Pro Max,Unknown,11500.00,11500.00
MÅ BORT I DAG iPhone 14 Pro Max | Deep Purple | 128GB,12000,https://www.finn.no/bap/forsale/ad.html?finnkode=367973732,Pro Max,128GB,12000.00,12000.00
iPhone 15 Pro Max 256GB (sort titan),11999,https://www.finn.no/recommerce/forsale/item/374370901,Pro Max,256GB,12641.51,12500.00
iPhone 15 pro 512 GB naturlig titan vurderes solgt,11999,https://www.finn.no/bap/forsale/ad.html?finnkode=368782229,Pro,512GB,12249.75,12499.50
"iPhone 15 PRO 256GB ""Natural Titan""",11999,https://www.finn.no/bap/forsale/ad.html?finnkode=286306386,Pro,256GB,10892.56,10500.00
uåpnet iPhone 15 Pro - Natural Titanium (256 GB),11990,https://www.finn.no/recommerce/forsale/item/374763675,Pro,256GB,7092.60,7000.00
SOM NY: iPhone 15 Pro Max 256GB i Naturlig Titan,11990,https://www.finn.no/bap/forsale/ad.html?finnkode=372773041,Pro Max,256GB,11990.00,11990.00
Apple iPhone 15 Pro Max black titanium 512g - klar for Apple Intelligence,11990,https://www.finn.no/bap/forsale/ad.html?finnkode=371554891,Pro Max,Unknown,9373.46,9749.50
iPhone 15 Pro Max 256GB blue titanium,11900,https://www.finn.no/bap/forsale/ad.html?finnkode=372493000,Pro Max,256GB,12641.51,12500.00
Utmerket Svart Titan iPhone 15 Pro (256GB),11900,https://www.finn.no/bap/forsale/ad.html?finnkode=371547632,Pro,256GB,11900.00,11900.00
iPhone 14 Pro - 256 GB - sort,7900,https://www.finn.no/recommerce/forsale/item/373724974,Pro,256GB,7636.44,7500.00
Apple iPhone 15 Pro Max - 256GB (sort titan),11700,https://www.finn.no/bap/forsale/ad.html?finnkode=373277587,Pro Max,256GB,10660.50,11500.00
iPhone 15 Plus – 5G smarttelefon 256GB Sort,11500,https://www.finn.no/recommerce/forsale/item/374871426,Regular,256GB,9085.71,9000.00
STRØKEN iPhone 15 Pro Max 256gb Blå Titan,11500,https://www.finn.no/recommerce/forsale/item/374858128,Pro Max,256GB,10660.50,11500.00
Strøken iPhone 15 Pro Max 256GB Blå Titan - 96%🔋,11500,https://www.finn.no/recommerce/forsale/item/370430127,Pro Max,256GB,10660.50,11500.00
Helt ny iPhone 14 PRO 256Gb,11500,https://www.finn.no/recommerce/forsale/item/373583122,Pro,256GB,10000.00,10000.00
iPhone 15 pro Max,11500,https://www.finn.no/bap/forsale/ad.html?finnkode=373388379,Pro Max,Unknown,12800.44,13000.00
iPhone 14 Pro Max 512 Gb,11500,https://www.finn.no/bap/forsale/ad.html?finnkode=372254306,Pro Max,512GB,10450.00,10000.00
iPhone 16 helt ny,11500,https://www.finn.no/bap/forsale/ad.html?finnkode=372092513,Regular,Unknown,12397.50,12195.00
iPhone 15 Pro Max 512 GB,11500,https://www.finn.no/bap/forsale/ad.html?finnkode=372058628,Pro Max,512GB,13084.00,13500.00
iPhone 15 pro max,11500,https://www.finn.no/bap/forsale/ad.html?finnkode=371722952,Pro Max,Unknown,12800.44,13000.00
iPhone 15 pro 128GB Black Titanium.,11500,https://www.finn.no/bap/forsale/ad.html?finnkode=371569836,Pro,128GB,10574.26,10000.00
iPhone 15 Pro,11500,https://www.finn.no/bap/forsale/ad.html?finnkode=371487791,Pro,Unknown,10503.21,10495.00
iPhone 15 Pro Max 256GB svart matt - Nesten ny!,11500,https://www.finn.no/bap/forsale/ad.html?finnkode=370166657,Pro Max,256GB,12641.51,12500.00
IiPhone 15 PRO 256GB blå TITANUM,11500,https://www.finn.no/recommerce/forsale/item/373616369,Pro,256GB,10892.56,10500.00
iPhone 15 Pro Max,11490,https://www.finn.no/bap/forsale/ad.html?finnkode=373476442,Pro Max,Unknown,12800.44,13000.00
iPhone 15 Pro Max 256GB Blå,11449,https://www.finn.no/bap/forsale/ad.html?finnkode=370497831,Pro Max,256GB,12641.51,12500.00
iPhone 16 Ultramarin,11200,https://www.finn.no/bap/forsale/ad.html?finnkode=371498391,Regular,Unknown,12397.50,12195.00
iPhone 16 128GB ultramarine,11000,https://www.finn.no/recommerce/forsale/item/374683709,Regular,128GB,11000.00,11000.00
iPhone 15 Pro Max 5G smarttelefon 256GB Naturlig Titan,11000,https://www.finn.no/recommerce/forsale/item/374650615,Pro Max,256GB,12641.51,12500.00
iPhone 15 Pro Max 256GB Blå 95%🔋- Fusion Shield skjerm beskytter,11000,https://www.finn.no/recommerce/forsale/item/374601135,Pro Max,256GB,12641.51,12500.00
iPhone 14 Pro 125GB deep purple lilla HELT NY - UBRUKT,11000,https://www.finn.no/recommerce/forsale/item/374585919,Pro,128GB,7515.39,7450.00
iPhone 14 Pro Max 512gb,11000,https://www.finn.no/recommerce/forsale/item/374562195,Pro Max,512GB,10450.00,10000.00
iPhone 15 Pro,11000,https://www.finn.no/recommerce/forsale/item/374347664,Pro,Unknown,10503.21,10495.00
iPhone 14 Pro max 128GB,11000,https://www.finn.no/recommerce/forsale/item/363875260,Pro Max,128GB,8174.90,7800.00
iPhone 15 pro max 256GB black titanium,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=374020533,Pro Max,256GB,12641.51,12500.00
iPhone 15 pro 128 gb sølv,11000,https://www.finn.no/recommerce/forsale/item/373957278,Pro,128GB,10574.26,10000.00
Pent brukt iPhone 15 Pro 512Gb Black Titanium,11000,https://www.finn.no/recommerce/forsale/item/373882638,Pro,512GB,11000.00,11000.00
iPhone 15 Pro blå Titan 128GB,11000,https://www.finn.no/recommerce/forsale/item/373787536,Pro,128GB,10574.26,10000.00
iPhone 14 pro Max deep purple 1TB,11000,https://www.finn.no/recommerce/forsale/item/373744978,Pro Max,Unknown,9129.35,8990.00
iPhone 14 pro Max deep purple 1TB,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=373199447,Pro Max,Unknown,9129.35,8990.00
iPhone 15 Pro Max,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=373447515,Pro Max,Unknown,12800.44,13000.00
iPhone 15 Pro - pent brukt,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=373242625,Pro,Unknown,10503.21,10495.00
iPhone 15 Pro Max 256 gb,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=373033602,Pro Max,256GB,12641.51,12500.00
iPhone 14 PRO MAX 512GB,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=372966747,Pro Max,512GB,10450.00,10000.00
iPhone 15 Pro 256GB svart titan,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=372782956,Pro,256GB,10892.56,10500.00
iPhone 15 pro 128gb,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=372680231,Pro,128GB,10574.26,10000.00
iPhone 15 Pro 5G smarttelefon 128GB Blå Titan (100% batterikapasitet),11000,https://www.finn.no/bap/forsale/ad.html?finnkode=372451438,Pro,128GB,10574.26,10000.00
iPhone 15 Pro Max 256 GB svart titan,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=372160775,Pro Max,256GB,12641.51,12500.00
iPhone 15 pro Max,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=371942597,Pro Max,Unknown,12800.44,13000.00
iPhone 15pro Max 512 til salgs,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=368571903,Pro Max,Unknown,11500.00,11500.00
iPhone 14 pro Max,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=326690642,Pro Max,Unknown,9129.35,8990.00
iPhone 15 pro 128 gb blå,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=371595926,Pro,128GB,10574.26,10000.00
iPhone 15 Pro Max 512 gb,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=371475760,Pro Max,512GB,13084.00,13500.00
iPhone 15 Pro Max 256GB Naturlig titan,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=371341463,Pro Max,256GB,12641.51,12500.00
iPhone 14 Pro 256MB,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=366542701,Pro,Unknown,7482.00,7450.00
iPhone 15 Pro,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=370988243,Pro,Unknown,10503.21,10495.00
iPhone 15 Pro - Naturlig Titan,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=370662547,Pro,Unknown,10503.21,10495.00
iPhone 15 pro 128gb.,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=370641861,Pro,128GB,10574.26,10000.00
Brukt noen uker. iPhone 15pro,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=370478323,Pro,Unknown,11000.00,11000.00
iPhone 15 pro 256gb natural titan,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=370295352,Pro,256GB,10892.56,10500.00
iPhone 15 Pro Blue Titanium 128Gb 99% batteri,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=370199729,Pro,128GB,10574.26,10000.00
iPhone 15 Pro,11000,https://www.finn.no/bap/forsale/ad.html?finnkode=370040812,Pro,Unknown,10503.21,10495.00
iPhone 14 pro Max 256,9500,https://www.finn.no/recommerce/forsale/item/374713909,Pro Max,Unknown,9129.35,8990.00
iPhone 15 Pro Max - 90% Batteri,10999,https://www.finn.no/bap/webstore/ad.html?finnkode=374658438,Pro Max,Unknown,12800.44,13000.00
iPhone 16 Plus 256gb,10990,https://www.finn.no/recommerce/forsale/item/374817832,Regular,256GB,11495.00,11495.00
iPhone 15 Plus Black 128GB - Utstillingsmodell,10990,https://www.finn.no/bap/webstore/ad.html?finnkode=371295959,Regular,128GB,9192.68,9244.50
iPhone 15 Plus Blue 128GB - Utstillingsmodell,10990,https://www.finn.no/bap/webstore/ad.html?finnkode=371295336,Regular,128GB,9192.68,9244.50
iPhone 15 Plus 128GB Green - Utstillingsmodell,10990,https://www.finn.no/bap/webstore/ad.html?finnkode=371294608,Regular,128GB,9192.68,9244.50
iPhone 15 Plus 128GB Pink - Utstillingsmodell,10990,https://www.finn.no/bap/webstore/ad.html?finnkode=371286718,Regular,128GB,9192.68,9244.50
iPhone 14 Pro Max 256GB,10990,https://www.finn.no/bap/webstore/ad.html?finnkode=369393079,Pro Max,256GB,8640.21,8500.00
iPhone 15 Pro Blå Titan 256GB,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=374164955,Pro,256GB,10892.56,10500.00
iPhone 15 Pro Max 256 GB med deksler,10500,https://www.finn.no/recommerce/forsale/item/374011599,Pro Max,256GB,12641.51,12500.00
iPhone 15 Pro 128GB,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=373502980,Pro,128GB,10574.26,10000.00
iPhone 15 pro Max 256gb Titan,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=373367276,Pro Max,256GB,12641.51,12500.00
iPhone 15 Pro Max 256 GB Blå Titan,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=373267958,Pro Max,256GB,12641.51,12500.00
iPhone 14 pro Max,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=373218126,Pro Max,Unknown,9129.35,8990.00
iPhone 15 pro - Helt ny,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=373201415,Pro,Unknown,10503.21,10495.00
iPhone 14 pro Max 512gb Gold,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=372088231,Pro Max,512GB,10450.00,10000.00
Apple iPhone 15 pro 128 gb naturlig titan,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=371869855,Pro,128GB,7676.11,7500.00
iPhone 15 Pro - 256GB - Svart Titan,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=371272333,Pro,256GB,10892.56,10500.00
iPhone 15 pro Max 256gb Sort Titan,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=370571993,Pro Max,256GB,12641.51,12500.00
iPhone 15 pro,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=370495841,Pro,Unknown,10503.21,10495.00
iPhone 14 pro Max 256gb,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=305391613,Pro Max,256GB,8640.21,8500.00
iPhone 15 pro,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=370169905,Pro,Unknown,10503.21,10495.00
iPhone 15 pro,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=366403087,Pro,Unknown,10503.21,10495.00
VELDIG GOD PRIS iPhone 15Pro 256GB,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=370037296,Pro,256GB,10500.00,10500.00
NY og UBRUKT iPhone 14pro 128 GB sølv,10500,https://www.finn.no/bap/forsale/ad.html?finnkode=369035451,Pro,128GB,10500.00,10500.00
iPhone 16 Pro Max (sort titan 256GB),16500,https://www.finn.no/recommerce/forsale/item/373658024,Pro Max,256GB,16836.25,16500.00
iPhone 14 pro Max,10499,https://www.finn.no/bap/forsale/ad.html?finnkode=368220982,Pro Max,Unknown,9129.35,8990.00
iPhone 15 Pro Max 256GB - Naturlig titan,10490,https://www.finn.no/recommerce/forsale/item/374535964,Pro Max,256GB,12641.51,12500.00
iPhone 15 Pro Naturlig Titan,10490,https://www.finn.no/bap/forsale/ad.html?finnkode=370015318,Pro,Unknown,10503.21,10495.00
iPhone 15 Pro Max 256 GB - Naturlig titan,10450,https://www.finn.no/recommerce/forsale/item/374327664,Pro Max,256GB,12641.51,12500.00
iPhone 14 Pro Max 256gb space black.,10300,https://www.finn.no/recommerce/forsale/item/374785470,Pro Max,256GB,8640.21,8500.00
iPhone 15 pro max 256gb naturlig titan,10300,https://www.finn.no/recommerce/forsale/item/374777322,Pro Max,256GB,12641.51,12500.00
iPhone 15 Pro 256GB - Meget bra batterikapasitet!,10000,https://www.finn.no/recommerce/forsale/item/374837845,Pro,256GB,10892.56,10500.00
iPhone 15 pro max 256gb sølv,10000,https://www.finn.no/recommerce/forsale/item/374798061,Pro Max,256GB,12641.51,12500.00
Ny uåpnet iPhone 16 Ultramarine,10000,https://www.finn.no/recommerce/forsale/item/374775610,Regular,Unknown,10000.00,10000.00
iPhone 15 pro 128gb blått titan,10000,https://www.finn.no/recommerce/forsale/item/374684647,Pro,128GB,10574.26,10000.00
iPhone 15 pro 128,10000,https://www.finn.no/recommerce/forsale/item/374530106,Pro,Unknown,10503.21,10495.00
iPhone 15 PRO MAX 256 GB,10000,https://www.finn.no/recommerce/forsale/item/374527953,Pro Max,256GB,12641.51,12500.00
iPhone 15 pro 256gb Strøken,10000,https://www.finn.no/recommerce/forsale/item/374440485,Pro,256GB,10892.56,10500.00
iPhone 15 pro 128gb sort,10000,https://www.finn.no/recommerce/forsale/item/374439024,Pro,128GB,10574.26,10000.00
iPhone 14 Pro max kan byttes,10000,https://www.finn.no/recommerce/forsale/item/374266896,Pro Max,Unknown,9129.35,8990.00
iPhone 14 Pro - Space Black - 256 GB! AirPods 3. gen.,10000,https://www.finn.no/recommerce/forsale/item/374202628,Pro,256GB,7636.44,7500.00
iPhone 15 Pro 128 GB Naturlig Titan (HELT NY),10000,https://www.finn.no/recommerce/forsale/item/374201797,Pro,128GB,10574.26,10000.00
iPhone 14 Pro Max,10000,https://www.finn.no/recommerce/forsale/item/373690287,Pro Max,Unknown,9129.35,8990.00
iPhone 15 pro 256GB svart,10000,https://www.finn.no/recommerce/forsale/item/373557320,Pro,256GB,10892.56,10500.00
iPhone 15 Pro Max 256GB,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=373439178,Pro Max,256GB,12641.51,12500.00
iPhone 15 Pro 128GB Naturlig Titan,10000,https://www.finn.no/recommerce/forsale/item/373425102,Pro,128GB,10574.26,10000.00
iPhone 15 plus (ny),10000,https://www.finn.no/bap/forsale/ad.html?finnkode=373406201,Regular,Unknown,8287.67,8799.00
iPhone 14 Pro – 5G smarttelefon 256GB Stellarsvart,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=355298787,Pro,256GB,7636.44,7500.00
iPhone 15 Pro 512 GB naturlig titan,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=372783411,Pro,512GB,12249.75,12499.50
iPhone 14 Pro 128gb,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=372724495,Pro,128GB,7515.39,7450.00
iPhone 15 Pro 256GB,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=372627396,Pro,256GB,10892.56,10500.00
iPhone 14 pro 256gb med garanty,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=362849151,Pro,256GB,7636.44,7500.00
iPhone 15 pro Blue Titanium 100% Batteri kap.,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=372281408,Pro,Unknown,10503.21,10495.00
iPhone 15 Pro 128 GB Hvit Titan,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=372122416,Pro,128GB,10574.26,10000.00
iPhone 15 pro titan svart.,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=371979153,Pro,Unknown,10503.21,10495.00
iPhone 14 pro Max 256GB Mørk Lilla 86% batteri +Kvittering,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=371836528,Pro Max,256GB,8640.21,8500.00
iPhone 15 Pro 128 GB,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=371702143,Pro,128GB,10574.26,10000.00
iPhone 15 Pro,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=371564494,Pro,Unknown,10503.21,10495.00
iPhone 14 pro,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=371502479,Pro,Unknown,7482.00,7450.00
iPhone 14 pro Max,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=371194838,Pro Max,Unknown,9129.35,8990.00
iPhone 15 pro 256GB,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=371162669,Pro,256GB,10892.56,10500.00
(Toppmodell) iPhone 14 Pro Max- Deep Purple,10000,https://www.finn.no/bap/forsale/ad.html?finnkode=371021312,Pro Max,Unknown,9373.46,9749.50
iPhone 15 pro (128gb),10000,https://www.finn.no/bap/forsale/ad.html?finnkode=370863148,Pro,128GB,10574.26,10000.00
