title,price,link,category,storage,average_price,median_price
iPhone 14 plus,6000,https://www.finn.no/bap/forsale/ad.html?finnkode=370668780,Regular,Unknown,6228.35,6000.00
iPhone 13 pro 128GB,6000,https://www.finn.no/bap/forsale/ad.html?finnkode=355476700,Pro,128GB,5839.25,5500.00
iPhone 13 Pro 128GB alpingrønn til salgs!,6000,https://www.finn.no/bap/forsale/ad.html?finnkode=369799756,Pro,128GB,5839.25,5500.00
iPhone 14,6000,https://www.finn.no/bap/forsale/ad.html?finnkode=369113297,Regular,Unknown,6228.35,6000.00
Apple iPhone 12 Pro 5G 128GB,6000,https://www.finn.no/bap/forsale/ad.html?finnkode=341267530,Pro,128GB,7676.11,7500.00
iPhone 13 pro,6000,https://www.finn.no/bap/forsale/ad.html?finnkode=368502885,Pro,Unknown,5895.92,5750.00
iPhone 13 Pro,6000,https://www.finn.no/bap/forsale/ad.html?finnkode=358742337,Pro,Unknown,5895.92,5750.00
Brukt med 2 års garanti | iPhone 12 | iPhone 13 | iPhone 14,3900,https://www.finn.no/bap/webstore/ad.html?finnkode=294860846,Regular,Unknown,3900.00,3900.00
iPhone 14 - som ny!,6000,https://www.finn.no/bap/forsale/ad.html?finnkode=366687123,Regular,Unknown,6228.35,6000.00
iPhone 11 pro Max,6000,https://www.finn.no/bap/forsale/ad.html?finnkode=366525391,Pro Max,Unknown,2262.44,2000.00
iPhone 12 pro Max 256gb,6000,https://www.finn.no/bap/forsale/ad.html?finnkode=366156375,Pro Max,256GB,5313.33,5200.00
iPhone 13 pro 256GB,5999,https://www.finn.no/recommerce/forsale/item/373833955,Pro,256GB,5975.74,6000.00
iPhone 14 pro 256 GB,5999,https://www.finn.no/bap/forsale/ad.html?finnkode=373649375,Pro,256GB,7636.44,7500.00
iPhone 13 Pro Max,5999,https://www.finn.no/bap/forsale/ad.html?finnkode=373594831,Pro Max,Unknown,6623.42,6500.00
iPhone 13 Pro Max,5999,https://www.finn.no/bap/forsale/ad.html?finnkode=372619001,Pro Max,Unknown,6623.42,6500.00
iPhone 13 Pro MAX,5999,https://www.finn.no/bap/forsale/ad.html?finnkode=372070862,Pro Max,Unknown,6623.42,6500.00
iPhone 12 pro 265GB,5999,https://www.finn.no/bap/forsale/ad.html?finnkode=371201488,Pro,256GB,5306.12,5500.00
Apple iPhone 13 Pro Max med 128gb lagring,5999,https://www.finn.no/bap/forsale/ad.html?finnkode=371173868,Pro Max,128GB,6787.38,6500.00
iPhone 14 | pent | med kvittering,5990,https://www.finn.no/recommerce/forsale/item/374316293,Regular,Unknown,6228.35,6000.00
Apple iPhone 13 128GB Starlight utmerket stand.,5990,https://www.finn.no/bap/webstore/ad.html?finnkode=373746484,Regular,128GB,6844.45,7500.00
Strøken iPhone 13 Pro 128GB Sierra Blue 💙,5990,https://www.finn.no/bap/forsale/ad.html?finnkode=364031307,Pro,128GB,7676.11,7500.00
Ny pris!! iPhone 13 Pro 512GB  Sierra Blue (Veldig god stand),5990,https://www.finn.no/bap/forsale/ad.html?finnkode=372763659,Pro,512GB,5990.00,5990.00
iPhone 13 Pro 128 GB,5990,https://www.finn.no/bap/forsale/ad.html?finnkode=372364695,Pro,128GB,5839.25,5500.00
iPhone 13 Pro Max 128GB 89%,5990,https://www.finn.no/bap/forsale/ad.html?finnkode=371613093,Pro Max,128GB,6019.27,6000.00
iPhone 13 Pro - Gull - 512GB - Som ny,5990,https://www.finn.no/bap/forsale/ad.html?finnkode=371472592,Pro,512GB,7223.75,7700.00
iPhone 12 pro max,5900,https://www.finn.no/recommerce/forsale/item/374748543,Pro Max,Unknown,5453.45,5500.00
Nesten NY iPhone 11 med garanti,3210,https://www.finn.no/bap/webstore/ad.html?finnkode=356029247,Regular,Unknown,3210.00,3210.00
iPhone 13 Pro Max 256 GB,5900,https://www.finn.no/recommerce/forsale/item/373945900,Pro Max,256GB,6987.24,7000.00
iPhone 13 pro 128GB,5900,https://www.finn.no/bap/forsale/ad.html?finnkode=373914669,Pro,128GB,5839.25,5500.00
iPhone 14 128 GB - Nesten ny,5900,https://www.finn.no/bap/forsale/ad.html?finnkode=373456137,Regular,128GB,6336.27,6250.00
iPhone 13 Pro - svært god stand,5900,https://www.finn.no/bap/forsale/ad.html?finnkode=372443453,Pro,Unknown,5895.92,5750.00
iPhone 13 Pro Max med forsikring!,5900,https://www.finn.no/bap/forsale/ad.html?finnkode=372387817,Pro Max,Unknown,6623.42,6500.00
iPhone 12 pro Max,5850,https://www.finn.no/bap/forsale/ad.html?finnkode=371856450,Pro Max,Unknown,5453.45,5500.00
iPhone 13 Pro Max - 95% Batterikapasitet!,5800,https://www.finn.no/bap/forsale/ad.html?finnkode=374189638,Pro Max,Unknown,6623.42,6500.00
iPhone 13 Pro 128GB batteritilstand på 91%,5800,https://www.finn.no/bap/forsale/ad.html?finnkode=372931156,Pro,128GB,5839.25,5500.00
iPhone 13 Pro - 128GB - Hvit,5800,https://www.finn.no/bap/forsale/ad.html?finnkode=372649771,Pro,128GB,5839.25,5500.00
iPhone 13 pro meget god stand,5800,https://www.finn.no/bap/forsale/ad.html?finnkode=371716252,Pro,Unknown,5895.92,5750.00
NY PRIS! iPhone 13 Pro - 256gb - 88% Batteri,5800,https://www.finn.no/bap/forsale/ad.html?finnkode=368366326,Pro,256GB,5800.00,5800.00
Brukt iPhone 13 - 2 års garanti og 1-3 dagers levering,5790,https://www.finn.no/bap/webstore/ad.html?finnkode=305607320,Regular,Unknown,5099.95,5000.00
iPhone 13 128GB Green - Utstillingsmodell,5790,https://www.finn.no/bap/webstore/ad.html?finnkode=371406821,Regular,128GB,4671.25,5390.00
iPhone 13 Pro,5750,https://www.finn.no/bap/forsale/ad.html?finnkode=370992160,Pro,Unknown,5895.92,5750.00
iPhone 14 128GB,5700,https://www.finn.no/recommerce/forsale/item/374669931,Regular,128GB,6336.27,6250.00
iPhone 13 pro - 128gb,5700,https://www.finn.no/recommerce/forsale/item/374158112,Pro,128GB,5839.25,5500.00
iPhone 13 Pro 128GB – Pent brukt,5700,https://www.finn.no/bap/forsale/ad.html?finnkode=373554038,Pro,128GB,5839.25,5500.00
iPhone 13 Pro 128 GB - Sierra Blue.,5700,https://www.finn.no/bap/forsale/ad.html?finnkode=372727467,Pro,128GB,5839.25,5500.00
iPhone 14 Plus,5700,https://www.finn.no/bap/forsale/ad.html?finnkode=372068128,Regular,Unknown,6228.35,6000.00
iPhone 11pro guld 64gb,5700,https://www.finn.no/bap/forsale/ad.html?finnkode=371992467,Pro,64GB,5700.00,5700.00
iPhone 13 Pro 128 Gb som ny,5700,https://www.finn.no/bap/forsale/ad.html?finnkode=370866816,Pro,128GB,5839.25,5500.00
Nærmest strøken iPhone 13 Pro Max!,5600,https://www.finn.no/recommerce/forsale/item/374711039,Pro Max,Unknown,5600.00,5600.00
Brukt iPhone 12 - 2 års garanti,3900,https://www.finn.no/bap/webstore/ad.html?finnkode=291652293,Regular,Unknown,5099.95,5000.00
iPhone 13 Pro 256GB,5600,https://www.finn.no/bap/forsale/ad.html?finnkode=372218926,Pro,256GB,5975.74,6000.00
iPhone 12 Pro 256GB HELT NY!,5500,https://www.finn.no/recommerce/forsale/item/374844616,Pro,256GB,5306.12,5500.00
iPhone 13 pro Max,5500,https://www.finn.no/recommerce/forsale/item/374833625,Pro Max,Unknown,6623.42,6500.00
iPhone 13pro 265GB,5500,https://www.finn.no/recommerce/forsale/item/374775950,Pro,256GB,5250.00,5250.00
iPhone 13 Pro Max - Graphite - 128GB - gratis frakt!,5500,https://www.finn.no/recommerce/forsale/item/373414746,Pro Max,128GB,6019.27,6000.00
iPhone 14 | 93%🔋 | Garanti,5500,https://www.finn.no/recommerce/forsale/item/374636859,Regular,Unknown,6228.35,6000.00
iPhone 13 Pro 256GB,5500,https://www.finn.no/recommerce/forsale/item/374574007,Pro,256GB,5975.74,6000.00
MEGET PEN iPhone 13 128 GB med 90% 🔋,5500,https://www.finn.no/recommerce/forsale/item/374552840,Regular,128GB,5500.00,5500.00
iPhone 13 pro 128 GB batterikapasitet.86%,5500,https://www.finn.no/recommerce/forsale/item/374543781,Pro,128GB,5839.25,5500.00
iPhone 13 Pro 128gb,5500,https://www.finn.no/recommerce/forsale/item/374496359,Pro,128GB,5839.25,5500.00
iPhone 13 Pro - 128 GB - blå farge,5500,https://www.finn.no/recommerce/forsale/item/374491344,Pro,128GB,5839.25,5500.00
iPhone 13 Pro 128 GB Sølv,5500,https://www.finn.no/recommerce/forsale/item/374448028,Pro,128GB,5839.25,5500.00
Strøken iPhone 13 pro,5500,https://www.finn.no/recommerce/forsale/item/374187537,Pro,Unknown,8044.07,8125.00
iPhone 13 Pro max Graphite 128GB,5500,https://www.finn.no/recommerce/forsale/item/374160321,Pro Max,128GB,6019.27,6000.00
iPhone 12 Pro 128 GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=374136302,Pro,128GB,5474.88,5500.00
iPhone 13 Pro 128GB,5500,https://www.finn.no/recommerce/forsale/item/374021887,Pro,128GB,5839.25,5500.00
iPhone 13 Pro 128GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373956393,Pro,128GB,5839.25,5500.00
iPhone 13 Pro - 128 GB - Strøken!,5500,https://www.finn.no/recommerce/forsale/item/373904066,Pro,128GB,5839.25,5500.00
Strøken iPhone 13 Pro (256 GB) Gull,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373873802,Pro,256GB,7092.60,7000.00
iPhone 13 Pro Max,5500,https://www.finn.no/recommerce/forsale/item/373794518,Pro Max,Unknown,6623.42,6500.00
iPhone 13 pro max,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373794105,Pro Max,Unknown,6623.42,6500.00
iPhone 13 Pro Max 256gb – Pent brukt!,5500,https://www.finn.no/recommerce/forsale/item/373760077,Pro Max,256GB,6987.24,7000.00
iPhone 13Pro 256 GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373744711,Pro,256GB,5750.00,5750.00
iPhone 13 pro,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373743072,Pro,Unknown,5895.92,5750.00
Pent brukt iPhone 13 Pro Max 128GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373713633,Pro Max,128GB,5500.00,5500.00
iPhone 14 128GB,5500,https://www.finn.no/recommerce/forsale/item/373664144,Regular,128GB,6336.27,6250.00
iPhone 13 Pro 256gb,5500,https://www.finn.no/recommerce/forsale/item/373634573,Pro,256GB,5975.74,6000.00
iPhone 13 Pro 128gb,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373601513,Pro,128GB,5839.25,5500.00
iPhone 13 Pro Max 128GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373224046,Pro Max,128GB,6019.27,6000.00
iPhone 13 pro 128 GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373524688,Pro,128GB,5839.25,5500.00
iPhone 13 pro Max,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373494894,Pro Max,Unknown,6623.42,6500.00
iPhone 12 pro Max 256gb,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373462770,Pro Max,256GB,5313.33,5200.00
iPhone 14 plus,4000,https://www.finn.no/recommerce/forsale/item/374535919,Regular,Unknown,6228.35,6000.00
iPhone 13 pro Max 128 gb kjøpt i 2024!,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373241255,Pro Max,128GB,6019.27,6000.00
iPhone 13,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373161386,Regular,Unknown,4788.55,5000.00
iPhone 12 pro max 256gb,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=372916199,Pro Max,256GB,5313.33,5200.00
Som ny iPhone 14,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=373130480,Regular,Unknown,5500.00,5500.00
iPhone 13 pro Max,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=372952116,Pro Max,Unknown,6623.42,6500.00
iPhone 13 Pro Max 128GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=372883746,Pro Max,128GB,6019.27,6000.00
iPhone 14 256GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=372674038,Regular,256GB,7233.33,7200.00
iPhone 13 Pro Max - 128GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=372622138,Pro Max,128GB,6019.27,6000.00
iPhone 13 Pro Max 128GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=372526674,Pro Max,128GB,6019.27,6000.00
Pent brukt iPhone 13 Pro,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=372282728,Pro,Unknown,5250.00,5250.00
iPhone 13 Pro 128 GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=372277233,Pro,128GB,5839.25,5500.00
iPhone 11 Pro Max Midnight green (som ny),5500,https://www.finn.no/bap/forsale/ad.html?finnkode=372254644,Pro Max,Unknown,2262.44,2000.00
iPhone 13 Pro 128 GB lys blå (sierra blue),5500,https://www.finn.no/bap/forsale/ad.html?finnkode=372098828,Pro,128GB,5839.25,5500.00
iPhone 13 pro Max 128GB!,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=372085765,Pro Max,128GB,6019.27,6000.00
iPhone 13 pro Max 128 GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=372020526,Pro Max,128GB,6019.27,6000.00
iPhone 12 Pro Max 256 GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=371900370,Pro Max,256GB,5313.33,5200.00
iPhone 12 Pro Max 256 GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=371735721,Pro Max,256GB,5313.33,5200.00
iPhone 13 pro,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=371570885,Pro,Unknown,5895.92,5750.00
iPhone 13 pro,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=371467861,Pro,Unknown,5895.92,5750.00
iPhone 14 pro space black 128GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=371216492,Pro,128GB,7515.39,7450.00
iPhone 13,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=371102279,Regular,Unknown,4788.55,5000.00
Strøken iPhone 13pro,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=371057264,Pro,Unknown,8044.07,8125.00
iPhone 12 pro Max,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=370884610,Pro Max,Unknown,5453.45,5500.00
iPhone 13 pro - 128GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=370560252,Pro,128GB,5839.25,5500.00
iPhone 12 Pro Max 128GB Gul,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=370310159,Pro Max,128GB,5258.17,5025.00
iPhone 14 - 3 måneder gammel,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=370204163,Regular,Unknown,6228.35,6000.00
iPhone 12 pro 256GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=335233264,Pro,256GB,5306.12,5500.00
iPhone 12 Pro Max,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=360585522,Pro Max,Unknown,5453.45,5500.00
Brukt iPhone 12 med 2 års garanti,3900,https://www.finn.no/bap/webstore/ad.html?finnkode=305606275,Regular,Unknown,5099.95,5000.00
iPhone 14 pro max,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=369263776,Pro Max,Unknown,9129.35,8990.00
iPhone 12,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=368396121,Regular,Unknown,2613.59,2500.00
iPhone 13 pro 128GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=368354022,Pro,128GB,5839.25,5500.00
iPhone 12 pro Max 256 GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=355992339,Pro Max,256GB,5313.33,5200.00
iPhone 13 PRO,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=367611296,Pro,Unknown,5895.92,5750.00
Nesten ny iPhone 12 pro Max 128 GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=331547131,Pro Max,128GB,7174.75,7100.00
iPhone 14 Pro 128GB,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=367439491,Pro,128GB,7515.39,7450.00
iPhone 12 Pro 128GB Pacific Blue,5500,https://www.finn.no/bap/forsale/ad.html?finnkode=356330071,Pro,128GB,5474.88,5500.00
Apple iPhone 12 Pro Max - 🔋💯,5490,https://www.finn.no/bap/forsale/ad.html?finnkode=372583556,Pro Max,Unknown,9373.46,9749.50
iPhone 13 Pro Max 128gb,5490,https://www.finn.no/bap/forsale/ad.html?finnkode=372474359,Pro Max,128GB,6019.27,6000.00
iPhone 13 128GB,5490,https://www.finn.no/bap/forsale/ad.html?finnkode=371210456,Regular,128GB,4671.25,5390.00
iPhone 13 pro 128 GB,5490,https://www.finn.no/bap/forsale/ad.html?finnkode=370740469,Pro,128GB,5839.25,5500.00
Strøken iPhone 13 Pro,5400,https://www.finn.no/recommerce/forsale/item/374807828,Pro,Unknown,8044.07,8125.00
iPhone 13 Pro Max 128GB - Gold,5400,https://www.finn.no/recommerce/forsale/item/374749450,Pro Max,128GB,6019.27,6000.00
iPhone 13 Pro Max Gull,5400,https://www.finn.no/recommerce/forsale/item/374698860,Pro Max,Unknown,6623.42,6500.00
iPhone 13 Pro – 512 GB,5400,https://www.finn.no/bap/forsale/ad.html?finnkode=372456173,Pro,512GB,7223.75,7700.00
iPhone 13 Pro 256 GBs mm,5400,https://www.finn.no/bap/forsale/ad.html?finnkode=372082856,Pro,256GB,5975.74,6000.00
Apple iPhone 13 Pro Max (holdt av til 08.10),5400,https://www.finn.no/bap/forsale/ad.html?finnkode=371615615,Pro Max,Unknown,9373.46,9749.50
iPhone 13 256GB (midnatt),5400,https://www.finn.no/bap/forsale/ad.html?finnkode=368888372,Regular,256GB,5100.00,5000.00
iPhone 12 Pro Max,5300,https://www.finn.no/recommerce/forsale/item/374763950,Pro Max,Unknown,5453.45,5500.00
iPhone 13 Pro - Nesten strøken - Alpine green,5300,https://www.finn.no/recommerce/forsale/item/374695594,Pro,Unknown,5895.92,5750.00
iPhone 13 pro Max,5300,https://www.finn.no/bap/forsale/ad.html?finnkode=372410061,Pro Max,Unknown,6623.42,6500.00
iPhone 11 128Gb,5300,https://www.finn.no/bap/forsale/ad.html?finnkode=366160459,Regular,128GB,2166.62,2000.00
Strøken iPhone 14 128GB,5299,https://www.finn.no/bap/forsale/ad.html?finnkode=369260969,Regular,128GB,6844.45,7500.00
Nesten NY iPhone 11 med garanti,3210,https://www.finn.no/bap/webstore/ad.html?finnkode=356029247,Regular,Unknown,3210.00,3210.00
iPhone 13 Pro Max,5299,https://www.finn.no/recommerce/forsale/item/373384837,Pro Max,Unknown,6623.42,6500.00
iPhone 11,5299,https://www.finn.no/bap/forsale/ad.html?finnkode=373158279,Regular,Unknown,2029.98,2000.00
iPhone 13 128GB Midnatt | 2 års garanti - fri frakt! |,5290,https://www.finn.no/bap/webstore/ad.html?finnkode=353314455,Regular,128GB,4671.25,5390.00
iPhone 13 Pro 256 GB vurderes solgt,5290,https://www.finn.no/bap/forsale/ad.html?finnkode=372259802,Pro,256GB,5975.74,6000.00
iPhone 13,5250,https://www.finn.no/bap/forsale/ad.html?finnkode=370277931,Regular,Unknown,4788.55,5000.00
iPhone 13 pro gull 128GB 89% batteri,5200,https://www.finn.no/recommerce/forsale/item/374825964,Pro,128GB,5839.25,5500.00
iPhone 13 pro gold 128 GB,5200,https://www.finn.no/recommerce/forsale/item/374825587,Pro,128GB,5839.25,5500.00
iPhone 12 pro max 256GB,5200,https://www.finn.no/bap/forsale/ad.html?finnkode=373751029,Pro Max,256GB,5313.33,5200.00
iPhone 12 pro Max,5200,https://www.finn.no/recommerce/forsale/item/373573233,Pro Max,Unknown,5453.45,5500.00
iPhone 13 Pro,5200,https://www.finn.no/bap/forsale/ad.html?finnkode=372418213,Pro,Unknown,5895.92,5750.00
iPhone 13 Pro 256Gb - strøken og ripefri,5200,https://www.finn.no/bap/forsale/ad.html?finnkode=371658060,Pro,256GB,5975.74,6000.00
iPhone 14 128 GB,5200,https://www.finn.no/bap/forsale/ad.html?finnkode=370501545,Regular,128GB,6336.27,6250.00
iPhone 13 Pro 128 GB S.blue,5100,https://www.finn.no/recommerce/forsale/item/374582147,Pro,128GB,5839.25,5500.00
iPhone 13 Pro 128GB,5100,https://www.finn.no/bap/forsale/ad.html?finnkode=372044396,Pro,128GB,5839.25,5500.00
iPhone 14 plus 128GB,5100,https://www.finn.no/bap/forsale/ad.html?finnkode=371877770,Regular,128GB,6336.27,6250.00
iPhone 13 Pro. 128GB,5100,https://www.finn.no/bap/forsale/ad.html?finnkode=371045098,Pro,128GB,5839.25,5500.00
iPhone 12 Pro Max 128GB (Pacific Blue),5050,https://www.finn.no/recommerce/forsale/item/373981886,Pro Max,128GB,5258.17,5025.00
iPhone 13 PRO Gold 128GB,5000,https://www.finn.no/recommerce/forsale/item/374854914,Pro,128GB,5839.25,5500.00
iPhone 12 Pro Max 256GB,5000,https://www.finn.no/recommerce/forsale/item/374842835,Pro Max,256GB,5313.33,5200.00
iPhone 12 Pro Max 256 Gb,5000,https://www.finn.no/recommerce/forsale/item/374833104,Pro Max,256GB,5313.33,5200.00
iPhone 13 Pro,5000,https://www.finn.no/recommerce/forsale/item/374822754,Pro,Unknown,5895.92,5750.00
iPhone 13 pro max,5000,https://www.finn.no/recommerce/forsale/item/374823690,Pro Max,Unknown,6623.42,6500.00
iPhone 13 Pro Max 128 GB Sierra Blue,5000,https://www.finn.no/recommerce/forsale/item/374664313,Pro Max,128GB,6019.27,6000.00
Apple iPhone 13 Pro 128 GB,5000,https://www.finn.no/recommerce/forsale/item/374651908,Pro,128GB,7676.11,7500.00
iPhone 13 Pro | Space Grey,5000,https://www.finn.no/recommerce/forsale/item/374531323,Pro,Unknown,5895.92,5750.00
iPhone 13 pro,5000,https://www.finn.no/recommerce/forsale/item/374604859,Pro,Unknown,5895.92,5750.00
iPhone 14 midnatt 128 GB,5000,https://www.finn.no/recommerce/forsale/item/374612852,Regular,128GB,6336.27,6250.00
Apple iPhone 12 Pro Max 256 GB,5000,https://www.finn.no/recommerce/forsale/item/374576379,Pro Max,256GB,10660.50,11500.00
iPhone 13 pro 256gb,5000,https://www.finn.no/recommerce/forsale/item/374468450,Pro,256GB,5975.74,6000.00
iPhone 13 Pro,5000,https://www.finn.no/recommerce/forsale/item/374314478,Pro,Unknown,5895.92,5750.00
iPhone 14 Plus,5000,https://www.finn.no/recommerce/forsale/item/374450946,Regular,Unknown,6228.35,6000.00
Brukt iPhone 13 - 2 års garanti og 1-3 dagers levering,5790,https://www.finn.no/bap/webstore/ad.html?finnkode=305607320,Regular,Unknown,5099.95,5000.00
iPhone 13 pro Max,5000,https://www.finn.no/recommerce/forsale/item/374436514,Pro Max,Unknown,6623.42,6500.00
iPhone 13 Pro 256 GB   NB låst for Snap,5000,https://www.finn.no/recommerce/forsale/item/374378553,Pro,256GB,5975.74,6000.00
iPhone 14 til salgs!,5000,https://www.finn.no/recommerce/forsale/item/374296317,Regular,Unknown,6228.35,6000.00
iPhone 13,5000,https://www.finn.no/recommerce/forsale/item/374280695,Regular,Unknown,4788.55,5000.00
iPhone 12 Pro 128gb,5000,https://www.finn.no/recommerce/forsale/item/374249819,Pro,128GB,5474.88,5500.00
iPhone 13 93% batteri,5000,https://www.finn.no/recommerce/forsale/item/374239848,Regular,Unknown,4788.55,5000.00
Ny iPhone 11 Pro Max,5000,https://www.finn.no/recommerce/forsale/item/314859777,Pro Max,Unknown,9373.46,9749.50
iPhone 13 Pro Max 256 GB,5000,https://www.finn.no/recommerce/forsale/item/374101364,Pro Max,256GB,6987.24,7000.00
Ny iPhone 12,5000,https://www.finn.no/recommerce/forsale/item/374082449,Regular,Unknown,5099.95,5000.00
iPhone 12 Pro 256 GB pent brukt,5000,https://www.finn.no/recommerce/forsale/item/374076947,Pro,256GB,5306.12,5500.00
Strøken iPhone 13 Pro 256GB Sierra Blue,5000,https://www.finn.no/recommerce/forsale/item/374036820,Pro,256GB,7092.60,7000.00
iPhone 13 Pro 256GB,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=374035166,Pro,256GB,5975.74,6000.00
iPhone 12 PRO MAX 256GB Strøken,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373872124,Pro Max,256GB,5313.33,5200.00
iPhone 13 pro,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373856521,Pro,Unknown,5895.92,5750.00
iPhone 12 Pro Max,5000,https://www.finn.no/recommerce/forsale/item/373864918,Pro Max,Unknown,5453.45,5500.00
iPhone 13pro,5000,https://www.finn.no/recommerce/forsale/item/373810902,Pro,Unknown,5000.00,5000.00
iPhone 13 pro 128 HB,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373810105,Pro,Unknown,5895.92,5750.00
iPhone 12 Pro Max 128gb,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=359646876,Pro Max,128GB,5258.17,5025.00
iPhone 12 Pro Max 256GB,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373729613,Pro Max,256GB,5313.33,5200.00
iPhone 13 pro,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373715550,Pro,Unknown,5895.92,5750.00
iPhone 13 pro,5000,https://www.finn.no/recommerce/forsale/item/373703693,Pro,Unknown,5895.92,5750.00
iPhone 12 64 GB Blå,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373652790,Regular,64GB,2477.22,2500.00
iPhone 12 Pro Max (128GB),5000,https://www.finn.no/recommerce/forsale/item/373626069,Pro Max,128GB,5258.17,5025.00
iPhone 13 pro 128gb,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373599126,Pro,128GB,5839.25,5500.00
iPhone 14 pro Max 256,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373551610,Pro Max,Unknown,9129.35,8990.00
iPhone 13 Pro 128 GB,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373513004,Pro,128GB,5839.25,5500.00
Apple iPhone 13 Pro -128GB,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373505761,Pro,128GB,7676.11,7500.00
iPhone 13 - Svart,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373491217,Regular,Unknown,4788.55,5000.00
iPhone 14 plus,4000,https://www.finn.no/recommerce/forsale/item/374535919,Regular,Unknown,6228.35,6000.00
iPhone 13 Pro Max 128 GB,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373411254,Pro Max,128GB,6019.27,6000.00
iPhone 14 stjerneskinn,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373355310,Regular,Unknown,6228.35,6000.00
iPhone 13 256GB Blå,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373328605,Regular,256GB,5100.00,5000.00
iPhone 15 med skjermskade,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373312020,Regular,Unknown,8287.67,8799.00
iPhone 13 Pro Max 128 GB svart,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373238038,Pro Max,128GB,6019.27,6000.00
iPhone 13 Pro 128gb,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373188691,Pro,128GB,5839.25,5500.00
iPhone 13 256 GBs,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373130368,Regular,256GB,5100.00,5000.00
iPhone 11pro 256gb,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=372164704,Pro,256GB,5000.00,5000.00
iPhone 13 pro max,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373114364,Pro Max,Unknown,6623.42,6500.00
iPhone 13 Pro Max 128GB Gull,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373097511,Pro Max,128GB,6019.27,6000.00
iPhone 13 Pro Max 128GB,5000,https://www.finn.no/bap/forsale/ad.html?finnkode=373069079,Pro Max,128GB,6019.27,6000.00
